nbSyll;pron;origin;warning;remarques;POS;lineId;pageId;motVedette;hwd;pronSampa;pronIpa;pronPos
2;eʹyrie;;;;n.;37.0;87;eyrie;eyrie;E r\ i:;ɛɹiː;noun
2;fāʹble;L.;;;n.;2.0;87;fable;fable;f eI b @ l;f?bəl;noun
3;fāʹbrĭcāte;L.;;;v.;3.0;87;fabricate;fabricate;f { b r\ @ k eI t;fæbɹək?t;verb
2;fāʹbric;;;;n.;4.0;87;fabric;fabric;f { b r\ i k;fæbɹik;noun
3;fāʹbŭl_o_ūs;;;;a.;5.0;87;fabulous;fabulous;f { b j @ l @ s;fæbjələs;adjective
1;fāce;F.;;;n.;6.0;87;face;face;f eI s;f?s;noun
4;făcēʹti_o_us;F.;;;a.;7.0;87;facetious;facetious;f @ s i: S @ s;fəsiːʃəs;adjective
2;făʹcĭle;L.;;;a.;8.0;87;facile;facile;f { s @ l;fæsəl;adjective
4;făcĭʹlĭtāte;L.;;;v.;9.0;87;facilitate;facilitate;f @ s I l @ t eI t;fəsɪlət?t;verb
4;făcĭʹlĭty;L.;;;n.;10.0;87;facility;facility;f @ s I l i 4 i:;fəsɪliɾiː;noun
1;făct;L.;;;n.;11.0;87;fact;fact;f { k t;fækt;noun
3;făʹction;L.;;;n.;12.0;87;faction;faction;f { k S @ n;fækʃən;noun
4;făctĭʹti_o_us;;;;a.;14.0;87;factitious;factitious;f { k t I S @ s;fæktɪʃəs;adjective
2;făʹctor;;;;n.;15.0;87;factor;factor;f { k t 3:r;fæktɜ:r;noun
2;făctŏrs;;nbSyll>1 et pas d'accent tonic;;n.;17.0;87;factors;factors;f { k t 3:r z;fæktɜ:rz;noun
3;făʹctŏry;F.;;;n.;18.0;87;factory;factory;f { k t 3:r i:;fæktɜ:riː;noun
3;făʹcŭlty;F.;;;n.;19.0;87;faculty;faculty;f { k @ l t i:;fækəltiː;noun
1;fāde;F.;;;v.;20.0;87;fade;fade;f eI d;f?d;verb
1;făg;;;;n.;22.0;87;fag;fag;f { g;fæg;noun
2;făʹggot;F.;;;n.;23.0;87;faggot;faggot;f { g @ t;fægət;noun
1;fail;F.;;;v.;24.0;87;fail;fail;f eI l;f?l;verb
2;faiʹling;;;;n.;25.0;87;failing;failing;f eI l i N;f?liŋ;noun
1;fain;;;;a.;26.0;87;fain;fain;f eI n;f?n;adjective
1;faint;F.;;;v.;27.0;87;faint;faint;f eI n t;f?nt;verb
1;fair;;;;a.;28.0;87;fair;fair;f E r\;fɛɹ;adjective
2;faiʹry;;;;n.;30.0;87;fairy;fairy;f E r\ i:;fɛɹiː;noun
1;faith;;;pas de {POS} indiquée dans le dictionnaire.;;31.0;87;faith;faith;f eI T;f?θ;?
2;faiʹthful;;;;a.;32.0;87;faithful;faithful;f eI T f @ l;f?θfəl;adjective
2;fĕʹſt_e_r;;;;v.;2.0;88;fester;fester;f E s t 3:r;fɛstɜ:r;verb
3;fĕʹſtĭval;;;;n.;3.0;88;festival;festival;f E s t @ v @ l;fɛstəvəl;noun
4;fĕſtĭʹvĭty;;;;n.;4.0;88;festivity;festivity;f E s t I v @ 4 i:;fɛstɪvəɾiː;noun
2;fĕſtooʹn;;;;n.;5.0;88;festoon;festoon;f E s t u n;fɛstun;noun
1;fĕtch;;;;n.;6.0;88;fetch;fetch;f E tS;fɛ?;noun
2;fēʹtĭd;L.;;;a.;7.0;88;fetid;fetid;f E 4 @ d;fɛɾəd;adjective
2;fĕʹtt_e_rs;;;;n.;9.0;88;fetters;fetters;f E 4 3:r z;fɛɾɜ:rz;noun
2;fĕʹtt_e_r;;;;v.;10.0;88;fetter;fetter;f E 4 3:r;fɛɾɜ:r;verb
1;feud;;;;n.;11.0;88;feud;feud;f j u d;fjud;noun
2;feuʹdal;;;;n.;12.0;88;feudal;feudal;f j u 4 @ l;fjuɾəl;noun
2;fēʹv_e_r;F.;;;n.;14.0;88;fever;fever;f i: v 3:r;fiːvɜ:r;noun
3;fēʹvĕriſh;;;;a.;15.0;88;feverish;feverish;f i: v 3:r i S;fiːvɜ:riʃ;adjective
2;fīʹbr_o_us;L.;;;a.;19.0;88;fibrous;fibrous;f aI b r\ @ s;f?bɹəs;adjective
2;fĭʹckle;L.;;;a.;20.0;88;fickle;fickle;f I k @ l;fɪkəl;adjective
3;fĭʹctĭon;L.;;;n.;21.0;88;fiction;fiction;f I k S @ n;fɪkʃən;noun
4;fĭctĭʹtious;L.;;;a.;22.0;88;fictitious;fictitious;f i k t I S @ s;fiktɪʃəs;adjective
2;fĭʹddle;;;;n.;23.0;88;fiddle;fiddle;f I 4 @ l;fɪɾəl;noun
4;fĭdĕʹlĭty;L.;;;n.;24.0;88;fidelity;fidelity;f @ d E l @ 4 i:;fədɛləɾiː;noun
5;fidūʹcĭary;L.;;;n.;25.0;88;fiduciary;fiduciary;f @ d u S i: E r\ i:;fəduʃiːɛɹiː;noun
1;fief;F.;;;n.;26.0;88;fief;fief;f i: f;fiːf;noun
1;field;;;;n.;27.0;88;field;field;f i: l d;fiːld;noun
1;fiend;;;;n.;28.0;88;fiend;fiend;f i: n d;fiːnd;noun
1;f_i_ĕrce;F.;;;a.;29.0;88;fierce;fierce;f I r\ s;fɪɹs;adjective
2;fīʹ_e_ry;;;;a.;30.0;88;fiery;fiery;f aI 3:r i:;f?ɜ:riː;adjective
1;fīfe;;;;n.;31.0;88;fife;fife;f aI f;f?f;noun
2;fĭʹfteen;;;;n.;32.0;88;fifteen;fifteen;f i f t i: n;fiftiːn;noun
2;fĭʹfty;;;;n.;33.0;88;fifty;fifty;f I f t i:;fɪftiː;noun
1;fĭg;F.;;;n.;34.0;88;fig;fig;f I g;fɪg;noun
1;fī_gh_t;;;;n.;35.0;88;fight;fight;f aI t;f?t;noun
2;fĭʹgment;L.;;;n.;36.0;88;figment;figment;f I g m i n t;fɪgmint;noun
4;fĭgŭrătive;L.;nbSyll>1 et pas d'accent tonic;;a.;37.0;88;figurative;figurative;f I g j 3:r @ 4 i v;fɪgjɜ:rəɾiv;adjective
2;fĭʹgŭre;L.;;;n.;38.0;88;figure;figure;f I g j 3:r;fɪgjɜ:r;noun
3;fĭʹlăments;;;;n.;39.0;88;filaments;filaments;f I l @ m @ n t s;fɪləmənts;noun
1;fĭlch;;;;v.;42.0;88;filch;filch;f I l tS;fɪl?;verb
1;fīle;;;;n.;43.0;88;file;file;f aI l;f?l;noun
2;fĭʹlet;;;;n.;44.0;88;filet;filet;f i l eI;fil?;noun
3;fĭʹlĭal;L.;;;a.;45.0;88;filial;filial;f I l i: @ l;fɪliːəl;adjective
1;fĭll;;;;v.;46.0;88;fill;fill;f I l;fɪl;verb
2;fĭʹllet;F.;;;n.;48.0;88;fillet;fillet;f @ l eI;fəl?;noun
2;fĭʹllĭp;;;;n.;50.0;88;fillip;fillip;f I l @ p;fɪləp;noun
2;fĭʹlly;;;;n.;51.0;88;filly;filly;f I l i:;fɪliː;noun
1;film;;;;n.;52.0;88;film;film;f I l m;fɪlm;noun
2;fĭʹlt_e_r;F.;;;v.;53.0;88;filter;filter;f I l t 3:r;fɪltɜ:r;verb
1;filth;;;;n.;54.0;88;filth;filth;f I l T;fɪlθ;noun
2;fĭʹlthy;;;;a.;55.0;88;filthy;filthy;f I l T i:;fɪlθiː;adjective
1;fĭn;;;;n.;57.0;88;fin;fin;f I n;fɪn;noun
2;fīʹnal;L.;;;a.;59.0;88;final;final;f aI n @ l;f?nəl;adjective
3;fĭʹnăncer;;;;n.;60.0;88;financer;financer;f aI n { n s 3:r;f?nænsɜ:r;noun
3;fĭʹnănces;;;;n.;61.0;88;finances;finances;f i n { n s i z;finænsiz;noun
1;fīnd;;;;v.;63.0;88;find;find;f aI n d;f?nd;verb
1;fīne;L.;;;v.;64.0;88;fine;fine;f aI n;f?n;verb
2;fīʹn_e_ry;;;;n.;65.0;88;finery;finery;f aI n 3:r i:;f?nɜ:riː;noun
2;fĭʹngers;;;;n.;66.0;88;fingers;fingers;f I N g 3:r z;fɪŋgɜ:rz;noun
3;fĭʹnĭcal;;;;a.;67.0;88;finical;finical;f I n i k @ l;fɪnikəl;adjective
2;fĭʹniſh;F.;;;v.;69.0;88;finish;finish;f I n i S;fɪniʃ;verb
3;fĭʹnĭſher;;;;n.;70.0;88;finisher;finisher;f I n i S 3:r;fɪniʃɜ:r;noun
2;fĭʹnĭte;F.;;;a.;71.0;88;finite;finite;f aI n aI t;f?n?t;adjective
1;fīre;;;;n.;72.0;88;fire;fire;f aI 3:r;f?ɜ:r;noun
1;fĭrm;;;;a.;2.0;89;firm;firm;f 3:r m;fɜ:rm;adjective
2;fĭʹrman;;;;n.;4.0;89;firman;firman;f 3:r m @ n;fɜ:rmən;noun
2;fĭʹrmneſs;;;;n.;5.0;89;firmness;firmness;f 3:r m n @ s;fɜ:rmnəs;noun
1;fĭrſt;;;;n.;7.0;89;first;first;f 3:r s t;fɜ:rst;noun
2;fĭʹſcal;F.;;;a.;9.0;89;fiscal;fiscal;f I s k @ l;fɪskəl;adjective
1;fĭſh;;;;n.;10.0;89;fish;fish;f I S;fɪʃ;noun
3;fĭʹſhmŏnger;;;;n.;12.0;89;fishmonger;fishmonger;f I S m A N g 3:r;fɪʃmɑŋgɜ:r;noun
3;fĭʹſh_e_ry;;;;n.;13.0;89;fishery;fishery;f I S 3:r i:;fɪʃɜ:riː;noun
2;fĭʹſſūre;;;;n.;14.0;89;fissure;fissure;f I S 3:r;fɪʃɜ:r;noun
1;fĭſt;;;;n.;15.0;89;fist;fist;f I s t;fɪst;noun
1;fĭt;;;;a.;20.0;89;fit;fit;f I t;fɪt;adjective
1;fĭtch;;;;n.;21.0;89;fitch;fitch;f I tS;fɪ?;noun
1;fĭtz;;;;n.;22.0;89;fitz;fitz;f I t s;fɪts;noun
1;fīve;F.;;;n.;23.0;89;five;five;f aI v;f?v;noun
1;fĭx;;;;v.;24.0;89;fix;fix;f I k s;fɪks;verb
4;fĭxāʹtion;F.;;;n.;25.0;89;fixation;fixation;f i k s eI S @ n;fiks?ʃən;noun
2;fĭʹxed;;;;n.;26.0;89;fixed;fixed;f I k s t;fɪkst;noun
2;fĭʹzzle;;;;a.;29.0;89;fizzle;fizzle;f I z @ l;fɪzəl;adjective
2;flăʹbby;L.;;;a.;30.0;89;flabby;flabby;f l { b i:;flæbiː;adjective
2;flăʹccid;L.;;;a.;31.0;89;flaccid;flaccid;f l { k s i d;flæksid;adjective
1;flăg;;;;n.;32.0;89;flag;flag;f l { g;flæg;noun
2;flāʹgrănt;L.;;;a.;37.0;89;flagrant;flagrant;f l eI g r\ @ n t;fl?gɹənt;adjective
1;flăgs;;;;n.;38.0;89;flags;flags;f l { g z;flægz;noun
1;flail;L.;;;n.;39.0;89;flail;flail;f l eI l;fl?l;noun
1;flāke;L.;;;n.;40.0;89;flake;flake;f l eI k;fl?k;noun
1;flăm;;;;n.;41.0;89;flam;flam;f l { m;flæm;noun
1;flāme;;;;n.;43.0;89;flame;flame;f l eI m;fl?m;noun
1;flănk;F.;;;n.;47.0;89;flank;flank;f l { N k;flæŋk;noun
1;flănks;;;;n.;49.0;89;flanks;flanks;f l { N k s;flæŋks;noun
2;flăʹnnel;;;;n.;50.0;89;flannel;flannel;f l { n @ l;flænəl;noun
1;flăp;;;;n.;51.0;89;flap;flap;f l { p;flæp;noun
1;flāre;;;;v.;52.0;89;flare;flare;f l E r\;flɛɹ;verb
2;flăʹſhy;;;;a.;54.0;89;flashy;flashy;f l { S i:;flæʃiː;adjective
1;flaſk;;;;n.;55.0;89;flask;flask;f l { s k;flæsk;noun
1;flăt;;;;n.;57.0;89;flat;flat;f l { t;flæt;noun
2;flăʹtt_e_r;F.;;;v.;58.0;89;flatter;flatter;f l { 4 3:r;flæɾɜ:r;verb
3;flăʹtūlent;L.;;;a.;60.0;89;flatulent;flatulent;f l { tS @ l @ n t;flæ?ələnt;adjective
1;flaunt;;;;v.;62.0;89;flaunt;flaunt;f l O: n t;flOːnt;verb
1;flaw;;;;n.;64.0;89;flaw;flaw;f l O:;flOː;noun
1;flăx;;;;n.;65.0;89;flax;flax;f l { k s;flæks;noun
1;flea;;;;n.;67.0;89;flea;flea;f l i:;fliː;noun
1;flĕdge;;;;v.;70.0;89;fledge;fledge;f l E dZ;flɛ?;verb
1;fleece;;;;n.;71.0;89;fleece;fleece;f l i: s;fliːs;noun
1;fleer;;;;v.;72.0;89;fleer;fleer;f l I r\;flɪɹ;verb
1;fleet;;;;n.;73.0;89;fleet;fleet;f l i: t;fliːt;noun
2;fleeʹting;;;;a.;2.0;90;fleeting;fleeting;f l i: 4 i N;fliːɾiŋ;adjective
1;flĕſh;;;;n.;3.0;90;flesh;flesh;f l E S;flɛʃ;noun
2;flĕʹſhy;;;;a.;5.0;90;fleshy;fleshy;f l E S i:;flɛʃiː;adjective
2;flĕtcher;;nbSyll>1 et pas d'accent tonic;;n.;6.0;90;fletcher;fletcher;f l E tS 3:r;flɛ?ɜ:r;noun
3;flĕʹxĭble;L.;;;a.;7.0;90;flexible;flexible;f l E k s @ b @ l;flɛksəbəl;adjective
3;flĕʹxĭon;;;;n.;8.0;90;flexion;flexion;f l E k S @ n;flɛkʃən;noun
1;flī_gh_t;;;;n.;9.0;90;flight;flight;f l aI t;fl?t;noun
2;flĭʹmſy;;;;a.;10.0;90;flimsy;flimsy;f l I m z i:;flɪmziː;adjective
1;flĭnch;;;;v.;11.0;90;flinch;flinch;f l I n tS;flɪn?;verb
1;flĭng;;;;v.;12.0;90;fling;fling;f l I N;flɪŋ;verb
1;flĭnt;;;;n.;13.0;90;flint;flint;f l I n t;flɪnt;noun
2;flĭʹnty;;;;a.;14.0;90;flinty;flinty;f l I n t i:;flɪntiː;adjective
1;flĭp;;;;n.;15.0;90;flip;flip;f l I p;flɪp;noun
2;flĭʹppănt;;;;a.;16.0;90;flippant;flippant;f l I p @ n t;flɪpənt;adjective
1;flĭrt;;;;n.;17.0;90;flirt;flirt;f l 3:r t;flɜ:rt;noun
2;flĭʹtting;;;;a.;20.0;90;flitting;flitting;f l I 4 i N;flɪɾiŋ;adjective
1;float;F.;;;v.;21.0;90;float;float;f l @U t;floʊt;verb
2;floaʹting;;;;n.;22.0;90;floating;floating;f l @U 4 i N;floʊɾiŋ;noun
1;flŏck;L.;;;n.;23.0;90;flock;flock;f l A k;flɑk;noun
1;flŏcks;;;;n.;24.0;90;flocks;flocks;f l A k s;flɑks;noun
1;food;;;;n.;25.0;90;food;food;f u d;fud;noun
1;food;;;;n.;23.0;91;food;food;f u d;fud;noun
1;floor;;;;n.;26.0;90;floor;floor;f l O: r\;flOːɹ;noun
2;flōʹra;;;;n.;27.0;90;flora;flora;f l O: r\ @;flOːɹə;noun
2;flŏʹrid;L.;;;a.;29.0;90;florid;florid;f l O: r\ @ d;flOːɹəd;adjective
2;flŏʹrin;;;;n.;31.0;90;florin;florin;f l O: r\ i n;flOːɹin;noun
3;flŏʹrĕntine;;;;n.;32.0;90;florentine;florentine;f l O: r\ @ n t i: n;flOːɹəntiːn;noun
2;floʹriſt;F.;;;n.;33.0;90;florist;florist;f l A r\ @ s t;flɑɹəst;noun
2;fl_o_ŭʹriſh;;;;v.;39.0;90;flourish;flourish;f l 3:r i S;flɜ:riʃ;verb
1;flow;;;;v.;41.0;90;flow;flow;f l @U;floʊ;verb
2;flȯʹẇer;F.;;;n.;42.0;90;flower;flower;f l aU 3:r;fl?ɜ:r;noun
3;flŭʹctūāte;L.;;;v.;43.0;90;fluctuate;fluctuate;f l V k tS @ w eI t;flʌk?əw?t;verb
5;flŭctūāʹtion;;;;n.;44.0;90;fluctuation;fluctuation;f l V k tS u eI S @ n;flʌk?u?ʃən;noun
1;flūe;;;;n.;45.0;90;flue;flue;f l u;flu;noun
3;flūʹĕncy;;;;n.;46.0;90;fluency;fluency;f l u @ n s i:;fluənsiː;noun
2;flūʹent;L.;;;a.;47.0;90;fluent;fluent;f l u @ n t;fluənt;adjective
2;flūʹid;L.;;;n.;48.0;90;fluid;fluid;f l u @ d;fluəd;noun
4;flūĭʹdĭty;L.;;;n.;49.0;90;fluidity;fluidity;f l u I 4 @ 4 i:;fluɪɾəɾiː;noun
1;flūke;;;;n.;51.0;90;fluke;fluke;f l u k;fluk;noun
2;flūʹor;;;;n.;52.0;90;fluor;fluor;f l u 3:r;fluɜ:r;noun
2;flŭʹrry;;;;n.;54.0;90;flurry;flurry;f l 3:r i:;flɜ:riː;noun
3;flŭʹſtĕred;;;;a.;57.0;90;flustered;flustered;f l V s t 3:r d;flʌstɜ:rd;adjective
1;flūte;F.;;;n.;58.0;90;flute;flute;f l u t;flut;noun
2;flŭʹtt_e_r;;;;v.;60.0;90;flutter;flutter;f l V 4 3:r;flʌɾɜ:r;verb
1;flŭx;L.;;;n.;61.0;90;flux;flux;f l V k s;flʌks;noun
1;fly;;;;n.;65.0;90;fly;fly;f l aI;fl?;noun
2;flyʹers;;;;n.;66.0;90;flyers;flyers;f l aI 3:r z;fl?ɜ:rz;noun
2;flyʹing;;;;n.;67.0;90;flying;flying;f l aI i N;fl?iŋ;noun
1;foam;;;;n.;68.0;90;foam;foam;f @U m;foʊm;noun
1;fŏb;;;;n.;69.0;90;fob;fob;f O: b;fOːb;noun
2;fŏʹcus;;;;n.;71.0;90;focus;focus;f @U k @ s;foʊkəs;noun
2;fŏʹdd_e_r;;;;n.;72.0;90;fodder;fodder;f A 4 3:r;fɑɾɜ:r;noun
1;fōe;;;;n.;73.0;90;foe;foe;f @U;foʊ;noun
1;fŏg;;;;n.;5.0;91;fog;fog;f A g;fɑg;noun
2;foiʹble;F.;;;n.;6.0;91;foible;foible;f OI b @ l;f?bəl;noun
1;foil;;;;n.;7.0;91;foil;foil;f OI l;f?l;noun
1;fold;;;;n.;10.0;91;fold;fold;f @U l d;foʊld;noun
3;fŏʹlĭage;L.;;;n.;12.0;91;foliage;foliage;f @U l i dZ;foʊli?;noun
3;fŏʹlĭāte;;;;v.;13.0;91;foliate;foliate;f @U l i: eI t;foʊliː?t;verb
1;fŏlks;;;;n.;15.0;91;folks;folks;f @U k s;foʊks;noun
2;fŏʹllow;;;;v.;16.0;91;follow;follow;f A l @U;fɑloʊ;verb
2;fŏʹlly;F.;;;n.;17.0;91;folly;folly;f A l i:;fɑliː;noun
2;fŏmĕʹnt;L.;;;v.;18.0;91;foment;foment;f @U m E n t;foʊmɛnt;verb
2;fŏʹndneſs;;;;n.;20.0;91;fondness;fondness;f A n d n @ s;fɑndnəs;noun
2;fŏʹndle;;;;v.;21.0;91;fondle;fondle;f O: n d @ l;fOːndəl;verb
1;fŏnt;L.;;;n.;22.0;91;font;font;f A n t;fɑnt;noun
1;fool;F.;;;n.;24.0;91;fool;fool;f u l;ful;noun
3;fooʹlĕry;;;;n.;25.0;91;foolery;foolery;f u l 3:r i:;fulɜ:riː;noun
2;fooʹting;;;;n.;29.0;91;footing;footing;f U 4 i N;fʊɾiŋ;noun
2;fooʹtman;;;;n.;30.0;91;footman;footman;f U t m @ n;fʊtmən;noun
2;fooʹtpăd;;;;n.;32.0;91;footpad;footpad;f U t p { d;fʊtpæd;noun
2;fooʹtſtep;;;;n.;33.0;91;footstep;footstep;f U t s t E p;fʊtstɛp;noun
1;fŏp;;;;n.;34.0;91;fop;fop;f O: p;fOːp;noun
2;fŏʹrage;F.;;;n.;35.0;91;forage;forage;f O: r\ i dZ;fOːɹi?;noun
3;fŏrbeaʹrănce;;;;n.;37.0;91;forbearance;forbearance;f O: r\ b E r\ @ n s;fOːɹbɛɹəns;noun
2;forbiʹd;;;;v.;38.0;91;forbid;forbid;f 3:r b I d;fɜ:rbɪd;verb
1;fŏrce;;;;n.;39.0;91;force;force;f O: r\ s;fOːɹs;noun
2;fŏʹrcĕps;;;;n.;40.0;91;forceps;forceps;f O: r\ s E p s;fOːɹsɛps;noun
2;fŏʹrces;;;;n.;41.0;91;forces;forces;f O: r\ s i z;fOːɹsiz;noun
3;fŏʹrcĭble;;;;a.;42.0;91;forcible;forcible;f O: r\ s @ b @ l;fOːɹsəbəl;adjective
1;fŏrd;;;;n.;43.0;91;ford;ford;f O: r\ d;fOːɹd;noun
2;fōr_e_bōʹde;;;;v.;47.0;91;forebode;forebode;f O: r\ b @U d;fOːɹboʊd;verb
2;fōʹr_e_căſt;;;;v.;48.0;91;forecast;forecast;f O: r\ k { s t;fOːɹkæst;verb
3;fōʹr_e_căſtle;;;;n.;49.0;91;forecastle;forecastle;f O: r\ k { s @ l;fOːɹkæsəl;noun
2;fōr_e_clōʹſe;;;;v.;51.0;91;foreclose;foreclose;f O: r\ k l @U z;fOːɹkloʊz;verb
3;fōʹr_e_făthers;;;;n.;54.0;91;forefathers;forefathers;f O: r\ f A D 3:r z;fOːɹfɑðɜ:rz;noun
2;fōʹr_e_go;;;;v.;55.0;91;forego;forego;f O: r\ g @U;fOːɹgoʊ;verb
2;fōʹr_e_hănd;;;;n.;56.0;91;forehand;forehand;f O: r\ h { n d;fOːɹhænd;noun
2;fōʹr_e_head;;;;n.;57.0;91;forehead;forehead;f O: r\ h E d;fOːɹhɛd;noun
2;fŏʹreign;F.;;;a.;58.0;91;foreign;foreign;f O: r\ @ n;fOːɹən;adjective
2;fōʹr_e_man;;;;n.;65.0;91;foreman;foreman;f O: r\ m @ n;fOːɹmən;noun
2;fōʹr_e_mŏſt;;;;a.;67.0;91;foremost;foremost;f O: r\ m @U s t;fOːɹmoʊst;adjective
3;fōr_e_rŭʹnner;;;;n.;72.0;91;forerunner;forerunner;f O: r\ V n 3:r;fOːɹʌnɜ:r;noun
2;fōreſeeʹ;;;;v.;3.0;92;foresee;foresee;f O: r\ s i:;fOːɹsiː;verb
2;foʹresī_gh_t;;;;n.;5.0;92;foresight;foresight;f O: r\ s aI t;fOːɹs?t;noun
2;fŏreſt;L.;nbSyll>1 et pas d'accent tonic;;n.;7.0;92;forest;forest;f O: r\ @ s t;fOːɹəst;noun
2;fōreſtall;;nbSyll>1 et pas d'accent tonic;;v.;8.0;92;forestall;forestall;f O: r\ s t O: l;fOːɹstOːl;verb
3;fŏʹrĕſt_e_r;;;;n.;9.0;92;forester;forester;f O: r\ @ s t 3:r;fOːɹəstɜ:r;noun
2;fōʹr_e_tāſte;;;;n.;10.0;92;foretaste;foretaste;f O: r\ t eI s t;fOːɹt?st;noun
2;fōr_e_teʹll;;;;v.;12.0;92;foretell;foretell;f O: r\ t E l;fOːɹtɛl;verb
2;fōʹr_e_tho_ugh_t;;;;n.;13.0;92;forethought;forethought;f O: r\ T O: t;fOːɹθOːt;noun
1;fŏrge;F.;;;n.;17.0;92;forge;forge;f O: r\ dZ;fOːɹ?;noun
3;fŏʹrgĕry;;;;n.;18.0;92;forgery;forgery;f O: r\ dZ 3:r i:;fOːɹ?ɜ:riː;noun
2;fŏrgĕt;;nbSyll>1 et pas d'accent tonic;;v.;19.0;92;forget;forget;f 3:r g E t;fɜ:rgɛt;verb
4;fŏrgĕʹtfŭlneſs;;;;n.;20.0;92;forgetfulness;forgetfulness;f 3:r g E t f @ l n @ s;fɜ:rgɛtfəlnəs;noun
2;fŏrgiʹve;;;;v.;21.0;92;forgive;forgive;f 3:r g I v;fɜ:rgɪv;verb
3;fŏrgĭʹveneſs;;;;n.;22.0;92;forgiveness;forgiveness;f 3:r g I v n @ s;fɜ:rgɪvnəs;noun
1;fŏrk;;;;n.;23.0;92;fork;fork;f O: r\ k;fOːɹk;noun
2;fŏʹrked;;;;a.;24.0;92;forked;forked;f O: r\ k t;fOːɹkt;adjective
2;fŏrloʹrn;;;;a.;25.0;92;forlorn;forlorn;f 3:r l O: r\ n;fɜ:rlOːɹn;adjective
1;fŏrm;L.;;;n.;26.0;92;form;form;f O: r\ m;fOːɹm;noun
2;fŏʹrmal;L.;;;n.;27.0;92;formal;formal;f O: r\ m @ l;fOːɹməl;noun
4;fŏrmăʹlĭties;L.;;;n.;28.0;92;formalities;formalities;f O: r\ m { l @ 4 i: z;fOːɹmæləɾiːz;noun
4;formăʹlĭty;;;;n.;29.0;92;formality;formality;f O: r\ m { l @ 4 i:;fOːɹmæləɾiː;noun
4;fŏrmāʹtion;L.;;;n.;30.0;92;formation;formation;f O: r\ m eI S @ n;fOːɹm?ʃən;noun
2;fŏʹrmer;;;;a.;31.0;92;former;former;f O: r\ m 3:r;fOːɹmɜ:r;adjective
3;fŏʹrmĕrly;;;;p.;32.0;92;formerly;formerly;f O: r\ m 3:r l i:;fOːɹmɜ:rliː;pronoun
4;foʹrmĭdable;L.;;;a.;33.0;92;formidable;formidable;f O: r\ m @ 4 @ b @ l;fOːɹməɾəbəl;adjective
3;fŏʹrmŭlā;L.;;;n.;35.0;92;formula;formula;f O: r\ m j @ l @;fOːɹmjələ;noun
4;fŏʹrmŭlăry;L.;;;n.;36.0;92;formulary;formulary;f O: r\ m j @ l E r\ i:;fOːɹmjəlɛɹiː;noun
2;forsāʹke;;;;v.;40.0;92;forsake;forsake;f O: r\ s eI k;fOːɹs?k;verb
1;fŏrt;F.;;;n.;43.0;92;fort;fort;f O: r\ t;fOːɹt;noun
2;fŏʹrtè;;;;a.;44.0;92;forte;forte;f O: r\ 4 eI;fOːɹɾ?;adjective
2;fŏʹrthwith;;;;p.;45.0;92;forthwith;forthwith;f O: r\ T w I T;fOːɹθwɪθ;pronoun
6;fŏrtĭficāʹtion;L.;;;n.;46.0;92;fortification;fortification;f O: r\ 4 @ f @ k eI S @ n;fOːɹɾəfək?ʃən;noun
3;fŏʹrtĭfy;L.;;;v.;47.0;92;fortify;fortify;f O: r\ 4 i f aI;fOːɹɾif?;verb
3;fŏʹrtĭtūde;L.;;;n.;48.0;92;fortitude;fortitude;f O: r\ 4 i t u d;fOːɹɾitud;noun
2;fŏʹrtrĕſs;F.;;;n.;49.0;92;fortress;fortress;f O: r\ t r\ @ s;fOːɹtɹəs;noun
4;fŏrtūʹĭt_o_us;L.;;;a.;50.0;92;fortuitous;fortuitous;f O: r\ t u i 4 @ s;fOːɹtuiɾəs;adjective
3;fŏʹrtūnāte;L.;;;a.;51.0;92;fortunate;fortunate;f O: r\ tS @ n @ t;fOːɹ?ənət;adjective
2;fŏʹrtūne;L.;;;n.;52.0;92;fortune;fortune;f O: r\ tS @ n;fOːɹ?ən;noun
2;fŏʹrward;;;;a.;53.0;92;forward;forward;f O: r\ w 3:r d;fOːɹwɜ:rd;adjective
1;fŏſs;L.;;;n.;54.0;92;foss;foss;f A s;fɑs;noun
2;fŏʹſſils;L.;;;n.;55.0;92;fossils;fossils;f A s @ l z;fɑsəlz;noun
2;fŏʹſt_e_r;;;;v.;56.0;92;foster;foster;f A s t 3:r;fɑstɜ:r;verb
1;fō_u_r;;;;n.;65.0;92;four;four;f O: r\;fOːɹ;noun
2;fo_u_ʹrteen;;;;n.;66.0;92;fourteen;fourteen;f O: r\ t i: n;fOːɹtiːn;noun
1;fȯẇl;;;;n.;67.0;92;fowl;fowl;f aU l;f?l;noun
2;fȯẇler;;nbSyll>1 et pas d'accent tonic;;n.;68.0;92;fowler;fowler;f aU l 3:r;f?lɜ:r;noun
1;fŏx;;;;n.;70.0;92;fox;fox;f A k s;fɑks;noun
3;frăʹction;F.;;;n.;71.0;92;fraction;fraction;f r\ { k S @ n;fɹækʃən;noun
3;frăʹcti_o_us;;;;a.;72.0;92;fractious;fractious;f r\ { k S @ s;fɹækʃəs;adjective
2;frăʹctūre;L.;;;n.;73.0;92;fracture;fracture;f r\ { k tS 3:r;fɹæk?ɜ:r;noun
2;frăʹgment;L.;;;n.;3.0;93;fragment;fragment;f r\ { g m @ n t;fɹægmənt;noun
2;fraʹgrant;;;;a.;5.0;93;fragrant;fragrant;f r\ eI g r\ @ n t;fɹ?gɹənt;adjective
